,Airline,Departure_time,Time_of_arrival,Duration,Source,Destination,Meal_availability,Number_of_stops,Price
0,Air Asia,12:40,20:15,7h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,953"
1,Air Asia,11:55,20:15,8h 20m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,953"
2,Air Asia,16:15,06:20,14h 05m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,953"
3,Go First,18:50,20:45,1h 55m,New Delhi,Mumbai,No Meal Fare,Non Stop,"5,954"
4,Go First,09:05,11:05,2h 00m,New Delhi,Mumbai,No Meal Fare,Non Stop,"5,954"
5,Go First,06:15,08:20,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"5,954"
6,Go First,14:20,16:25,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"5,954"
7,Go First,20:30,22:35,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"5,954"
8,Go First,22:45,01:00,2h 15m,New Delhi,Mumbai,eCash 250,Non Stop,"5,954"
9,Go First,17:45,22:25,4h 40m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
10,Go First,08:10,13:00,4h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
11,Go First,10:40,15:40,5h 00m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
12,Go First,15:30,21:05,5h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
13,Go First,08:10,14:55,6h 45m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
14,Go First,12:35,19:20,6h 45m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
15,Go First,10:40,17:30,6h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
16,Go First,08:50,15:45,6h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
17,Go First,15:30,22:45,7h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
18,Go First,08:10,15:40,7h 30m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
19,Go First,08:10,17:30,9h 20m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,954"
20,Vistara,06:00,08:00,2h 00m,New Delhi,Mumbai,No Meal Fare,Non Stop,"5,955"
21,SpiceJet,18:40,20:40,2h 00m,New Delhi,Mumbai,No Meal Fare,Non Stop,"5,955"
22,IndiGo,14:00,16:05,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"5,955"
23,Vistara,15:10,17:15,2h 05m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
24,IndiGo,05:00,07:10,2h 10m,New Delhi,Mumbai,eCash 250,Non Stop,"5,955"
25,Vistara,09:30,11:40,2h 10m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
26,Vistara,10:20,12:30,2h 10m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
27,Vistara,12:45,14:55,2h 10m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
28,Vistara,16:55,19:05,2h 10m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
29,IndiGo,21:55,00:05,2h 10m,New Delhi,Mumbai,eCash 250,Non Stop,"5,955"
30,SpiceJet,06:50,09:05,2h 15m,New Delhi,Mumbai,eCash 250,Non Stop,"5,955"
31,IndiGo,15:35,17:50,2h 15m,New Delhi,Mumbai,eCash 250,Non Stop,"5,955"
32,Vistara,08:50,11:10,2h 20m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
33,Vistara,17:45,20:05,2h 20m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
34,Vistara,18:55,21:15,2h 20m,New Delhi,Mumbai,Free Meal,Non Stop,"5,955"
35,SpiceJet,20:20,22:40,2h 20m,New Delhi,Mumbai,eCash 250,Non Stop,"5,955"
36,Air India,15:05,18:15,3h 10m,New Delhi,Mumbai,Free Meal,1 Stop,"5,955"
37,SpiceJet,06:20,09:55,3h 35m,New Delhi,Mumbai,eCash 250,1 Stop,"5,955"
38,Air India,17:50,21:35,3h 45m,New Delhi,Mumbai,Free Meal,1 Stop,"5,955"
39,IndiGo,13:45,17:45,4h 00m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
40,IndiGo,08:55,13:10,4h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
41,IndiGo,18:10,22:35,4h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
42,IndiGo,08:10,13:10,5h 00m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
43,IndiGo,09:35,14:50,5h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
44,IndiGo,13:10,18:35,5h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
45,IndiGo,13:50,19:30,5h 40m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
46,IndiGo,07:20,13:10,5h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
47,IndiGo,11:30,18:45,7h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
48,IndiGo,13:50,21:30,7h 40m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
49,IndiGo,08:55,16:40,7h 45m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
50,IndiGo,09:35,18:35,9h 00m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
51,IndiGo,07:20,16:40,9h 20m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
52,IndiGo,08:10,17:45,9h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
53,IndiGo,08:10,18:45,10h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
54,IndiGo,08:55,19:30,10h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
55,SpiceJet,11:20,11:30,24h 10m,New Delhi,Mumbai,No Meal Fare,1 Stop,"5,955"
56,Vistara,21:40,23:50,2h 10m,New Delhi,Mumbai,Free Meal,Non Stop,"6,060"
57,Vistara,19:45,22:00,2h 15m,New Delhi,Mumbai,Free Meal,Non Stop,"6,060"
58,Air Asia,19:55,22:15,2h 20m,New Delhi,Mumbai,eCash 250,Non Stop,"6,139"
59,IndiGo,19:05,21:05,2h 00m,New Delhi,Mumbai,No Meal Fare,Non Stop,"6,165"
60,IndiGo,11:00,13:05,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
61,IndiGo,12:00,14:05,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
62,IndiGo,13:10,15:15,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
63,IndiGo,20:30,22:35,2h 05m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
64,IndiGo,06:10,08:20,2h 10m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
65,IndiGo,08:55,11:05,2h 10m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
66,IndiGo,10:10,12:25,2h 15m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
67,IndiGo,17:45,20:10,2h 25m,New Delhi,Mumbai,eCash 250,Non Stop,"6,165"
68,Air India,12:25,23:25,11h 00m,New Delhi,Mumbai,No Meal Fare,1 Stop,"7,468"
69,Air India,20:00,09:40,13h 40m,New Delhi,Mumbai,No Meal Fare,1 Stop,"7,468"
70,Air India,12:25,09:40,21h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"7,468"
71,Air India,13:00,15:50,26h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"8,160"
72,Vistara,13:20,16:00,26h 40m,New Delhi,Mumbai,No Meal Fare,1 Stop,"8,370"
73,IndiGo,07:40,16:50,9h 10m,New Delhi,Mumbai,No Meal Fare,1 Stop,"8,885"
74,IndiGo,12:30,22:35,10h 05m,New Delhi,Mumbai,No Meal Fare,1 Stop,"8,948"
75,Vistara,17:10,21:35,4h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,000"
76,Vistara,13:40,21:35,7h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,000"
77,Air India,06:20,20:00,13h 40m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,000"
78,Air India,06:00,23:05,17h 05m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,000"
79,Vistara,17:10,15:00,21h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,000"
80,Air India,20:10,20:00,23h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,000"
81,Vistara,13:40,15:00,25h 20m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,000"
82,Air India,07:10,13:25,6h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
83,Vistara,07:10,15:00,7h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
84,Air India,21:25,09:20,11h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
85,Air India,09:45,23:30,13h 45m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
86,Vistara,20:35,10:40,14h 05m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
87,Air India,08:20,23:30,15h 10m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
88,Air India,17:40,09:20,15h 40m,New Delhi,Mumbai,No Meal Fare,2 Stop(s),"9,840"
89,Vistara,17:45,10:40,16h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
90,Vistara,20:35,15:00,18h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
91,Air India,18:30,13:25,18h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
92,Vistara,14:45,10:40,19h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
93,Vistara,17:45,15:00,21h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
94,Air India,09:45,09:20,23h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
95,Vistara,14:45,15:00,24h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
96,Air India,08:20,09:20,25h 00m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
97,Air India,21:25,23:30,26h 05m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,840"
98,Air India,13:00,19:25,6h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"9,988"
99,Vistara,17:45,23:00,5h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,050"
100,Vistara,14:45,23:00,8h 15m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,050"
101,Vistara,07:10,23:00,15h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,050"
102,Vistara,08:15,13:35,5h 20m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,470"
103,Vistara,08:15,14:45,6h 30m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,470"
104,Vistara,17:10,13:35,20h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,470"
105,Vistara,17:10,14:45,21h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,470"
106,Vistara,11:10,13:35,26h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,470"
107,Vistara,11:10,14:45,27h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,470"
108,Air India,10:15,15:40,5h 25m,New Delhi,Mumbai,No Meal Fare,1 Stop,"10,680"
109,Go First,12:20,18:15,5h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"11,295"
110,Go First,11:20,18:15,6h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"11,295"
111,Go First,09:10,18:15,9h 05m,New Delhi,Mumbai,No Meal Fare,1 Stop,"11,295"
112,Air Asia,08:00,16:35,8h 35m,New Delhi,Mumbai,No Meal Fare,1 Stop,"11,836"
113,Air India,04:55,13:45,8h 50m,New Delhi,Mumbai,No Meal Fare,1 Stop,"11,900"
114,Vistara,07:30,13:00,5h 30m,New Delhi,Mumbai,Free Meal,1 Stop,"12,990"
115,Vistara,14:50,20:20,5h 30m,New Delhi,Mumbai,Free Meal,1 Stop,"12,990"
116,Vistara,17:30,23:15,5h 45m,New Delhi,Mumbai,Free Meal,1 Stop,"12,990"
117,Vistara,06:20,13:00,6h 40m,New Delhi,Mumbai,No Meal Fare,1 Stop,"12,990"
118,Vistara,14:50,23:15,8h 25m,New Delhi,Mumbai,Free Meal,1 Stop,"12,990"
119,Vistara,07:30,20:20,12h 50m,New Delhi,Mumbai,Free Meal,1 Stop,"12,990"
120,Vistara,06:20,20:20,14h 00m,New Delhi,Mumbai,No Meal Fare,1 Stop,"12,990"
121,Vistara,07:30,23:15,15h 45m,New Delhi,Mumbai,Free Meal,1 Stop,"12,990"
122,Vistara,06:20,23:15,16h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"12,990"
123,Air India,20:15,16:45,20h 30m,New Delhi,Mumbai,Free Meal,2 Stop(s),"12,990"
124,Vistara,20:30,20:20,23h 50m,New Delhi,Mumbai,Free Meal,1 Stop,"12,990"
125,IndiGo,13:40,18:35,4h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"13,253"
126,Air India,07:00,19:45,12h 45m,New Delhi,Mumbai,Free Meal,1 Stop,"13,830"
127,Air India,16:55,16:45,23h 50m,New Delhi,Mumbai,Free Meal,2 Stop(s),"14,250"
128,Air India,07:20,15:50,8h 30m,New Delhi,Mumbai,No Meal Fare,1 Stop,"14,355"
129,Vistara,20:30,12:30,16h 00m,New Delhi,Mumbai,Free Meal,1 Stop,"14,355"
130,Air India,16:35,23:30,6h 55m,New Delhi,Mumbai,No Meal Fare,1 Stop,"15,195"
131,Air India,16:35,09:20,16h 45m,New Delhi,Mumbai,No Meal Fare,1 Stop,"15,195"
132,Air India,05:15,19:45,14h 30m,New Delhi,Mumbai,Free Meal,2 Stop(s),"16,665"
133,Air India,18:40,17:10,22h 30m,New Delhi,Mumbai,Free Meal,1 Stop,"17,715"
134,Air Asia,15:40,20:35,4h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,423"
135,Air Asia,12:40,18:20,5h 40m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,423"
136,Air Asia,11:55,18:20,6h 25m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,423"
137,Air Asia,07:10,13:55,6h 45m,New Delhi,Bangalore,eCash 250,1 Stop,"7,423"
138,Air Asia,10:05,18:20,8h 15m,New Delhi,Bangalore,eCash 250,1 Stop,"7,423"
139,Air Asia,12:35,00:45,12h 10m,New Delhi,Bangalore,eCash 250,1 Stop,"7,423"
140,Go First,05:45,08:20,2h 35m,New Delhi,Bangalore,eCash 250,Non Stop,"7,424"
141,Go First,19:45,22:20,2h 35m,New Delhi,Bangalore,eCash 250,Non Stop,"7,424"
142,Go First,08:10,13:25,5h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
143,Go First,14:20,19:45,5h 25m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
144,Go First,15:30,22:15,6h 45m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
145,Go First,22:45,07:45,9h 00m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
146,Go First,05:45,15:20,9h 35m,New Delhi,Bangalore,eCash 250,1 Stop,"7,424"
147,Go First,14:20,00:05,9h 45m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
148,Go First,09:05,19:45,10h 40m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
149,Go First,06:00,16:55,10h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
150,Go First,20:30,07:45,11h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
151,Go First,05:45,17:05,11h 20m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
152,Go First,08:45,20:50,12h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
153,Go First,06:15,19:45,13h 30m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
154,Go First,19:30,10:30,15h 00m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,424"
155,SpiceJet,05:30,08:05,2h 35m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
156,IndiGo,11:05,13:45,2h 40m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
157,Vistara,20:40,23:20,2h 40m,New Delhi,Bangalore,Free Meal,Non Stop,"7,425"
158,Air India,06:10,08:55,2h 45m,New Delhi,Bangalore,Free Meal,Non Stop,"7,425"
159,Air India,13:30,16:15,2h 45m,New Delhi,Bangalore,Free Meal,Non Stop,"7,425"
160,Vistara,14:10,16:55,2h 45m,New Delhi,Bangalore,Free Meal,Non Stop,"7,425"
161,IndiGo,15:05,17:50,2h 45m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
162,Vistara,16:05,18:50,2h 45m,New Delhi,Bangalore,Free Meal,Non Stop,"7,425"
163,SpiceJet,21:50,00:35,2h 45m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
164,IndiGo,22:20,01:05,2h 45m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
165,IndiGo,13:10,16:00,2h 50m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
166,IndiGo,16:25,19:15,2h 50m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
167,IndiGo,17:20,20:10,2h 50m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
168,Vistara,17:35,20:25,2h 50m,New Delhi,Bangalore,Free Meal,Non Stop,"7,425"
169,Vistara,19:50,22:40,2h 50m,New Delhi,Bangalore,Free Meal,Non Stop,"7,425"
170,IndiGo,20:15,23:05,2h 50m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
171,IndiGo,18:45,21:40,2h 55m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
172,SpiceJet,20:05,23:10,3h 05m,New Delhi,Bangalore,eCash 250,Non Stop,"7,425"
173,SpiceJet,12:00,16:35,4h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
174,IndiGo,17:15,22:35,5h 20m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
175,SpiceJet,11:20,17:00,5h 40m,New Delhi,Bangalore,eCash 250,1 Stop,"7,425"
176,IndiGo,11:35,17:40,6h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
177,IndiGo,13:35,19:50,6h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
178,IndiGo,07:40,14:05,6h 25m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
179,IndiGo,17:15,00:05,6h 50m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
180,IndiGo,07:10,14:15,7h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
181,IndiGo,13:35,21:10,7h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
182,IndiGo,14:20,22:10,7h 50m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
183,IndiGo,09:45,17:40,7h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
184,SpiceJet,06:50,14:55,8h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
185,IndiGo,12:30,20:40,8h 10m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
186,IndiGo,11:35,19:50,8h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
187,IndiGo,13:35,22:35,9h 00m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
188,IndiGo,08:10,17:15,9h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
189,IndiGo,11:30,21:05,9h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
190,IndiGo,11:35,21:10,9h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
191,IndiGo,09:45,19:50,10h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
192,IndiGo,22:00,08:15,10h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
193,IndiGo,07:10,17:40,10h 30m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
194,IndiGo,13:35,00:05,10h 30m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
195,IndiGo,11:35,22:35,11h 00m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
196,IndiGo,09:45,21:10,11h 25m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
197,IndiGo,22:00,09:35,11h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"7,425"
198,Air Asia,16:15,18:55,2h 40m,New Delhi,Bangalore,eCash 250,Non Stop,"7,426"
199,Air Asia,08:00,10:50,2h 50m,New Delhi,Bangalore,eCash 250,Non Stop,"7,426"
200,IndiGo,06:05,09:15,3h 10m,New Delhi,Bangalore,eCash 250,Non Stop,"7,635"
201,Air Asia,12:40,22:25,9h 45m,New Delhi,Bangalore,eCash 250,2 Stop(s),"7,741"
202,Air Asia,11:55,22:25,10h 30m,New Delhi,Bangalore,eCash 250,2 Stop(s),"7,741"
203,SpiceJet,10:50,12:00,25h 10m,New Delhi,Bangalore,No Meal Fare,1 Stop,"8,055"
204,SpiceJet,09:05,12:00,26h 55m,New Delhi,Bangalore,eCash 250,1 Stop,"8,055"
205,Air Asia,12:35,23:50,11h 15m,New Delhi,Bangalore,eCash 250,2 Stop(s),"8,502"
206,Air Asia,07:10,19:05,11h 55m,New Delhi,Bangalore,eCash 250,3 Stop(s),"8,502"
207,Air India,21:15,23:55,2h 40m,New Delhi,Bangalore,Free Meal,Non Stop,"8,790"
208,IndiGo,22:00,04:30,6h 30m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,683"
209,Vistara,20:35,08:50,12h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
210,Air India,09:45,22:20,12h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
211,Air India,21:25,11:20,13h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
212,Air India,08:20,22:20,14h 00m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
213,Vistara,17:45,08:50,15h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
214,Air India,17:40,11:20,17h 40m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"9,840"
215,Vistara,14:45,08:50,18h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
216,Air India,09:45,11:20,25h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
217,Vistara,07:10,08:50,25h 40m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
218,Air India,08:20,11:20,27h 00m,New Delhi,Bangalore,No Meal Fare,1 Stop,"9,840"
219,Air India,20:40,11:20,14h 40m,New Delhi,Bangalore,Free Meal,2 Stop(s),"10,470"
220,Air India,20:40,14:25,17h 45m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,470"
221,Air India,13:00,12:50,23h 50m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,470"
222,Air India,12:30,12:50,24h 20m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,470"
223,Air India,09:45,11:20,25h 35m,New Delhi,Bangalore,Free Meal,2 Stop(s),"10,470"
224,Air India,06:00,11:20,29h 20m,New Delhi,Bangalore,Free Meal,2 Stop(s),"10,470"
225,Go First,18:50,00:05,5h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,544"
226,Go First,18:50,07:45,12h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,544"
227,IndiGo,19:15,00:05,4h 50m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,654"
228,Vistara,12:45,17:45,5h 00m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
229,Vistara,17:45,22:50,5h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
230,Vistara,15:10,20:55,5h 45m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
231,Vistara,16:55,22:50,5h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
232,Vistara,10:20,17:45,7h 25m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
233,Vistara,15:10,22:50,7h 40m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
234,Vistara,12:45,20:55,8h 10m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
235,Vistara,09:30,17:45,8h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
236,Vistara,08:50,17:45,8h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
237,Vistara,12:45,22:50,10h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
238,Vistara,10:20,20:55,10h 35m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
239,Vistara,09:30,20:55,11h 25m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
240,Vistara,06:00,17:45,11h 45m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
241,Vistara,08:50,20:55,12h 05m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
242,Vistara,10:20,22:50,12h 30m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
243,Vistara,09:30,22:50,13h 20m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,680"
244,Air India,17:50,07:55,14h 05m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"10,680"
245,Air India,15:05,07:55,16h 50m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"10,680"
246,Air India,17:50,11:10,17h 20m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"10,680"
247,Air India,15:05,11:10,20h 05m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"10,680"
248,IndiGo,09:45,17:35,7h 50m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"10,706"
249,SpiceJet,16:40,14:55,22h 15m,New Delhi,Bangalore,No Meal Fare,1 Stop,"10,979"
250,Air India,21:25,22:20,24h 55m,New Delhi,Bangalore,No Meal Fare,1 Stop,"11,153"
251,Air India,17:40,22:20,28h 40m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"11,153"
252,Vistara,11:10,16:00,4h 50m,New Delhi,Bangalore,No Meal Fare,1 Stop,"11,310"
253,Vistara,08:15,16:00,7h 45m,New Delhi,Bangalore,No Meal Fare,1 Stop,"11,310"
254,Vistara,17:10,16:00,22h 50m,New Delhi,Bangalore,No Meal Fare,1 Stop,"11,310"
255,Air India,07:00,23:20,16h 20m,New Delhi,Bangalore,Free Meal,1 Stop,"11,520"
256,Air India,20:15,17:45,21h 30m,New Delhi,Bangalore,Free Meal,1 Stop,"11,520"
257,Air India,12:25,07:55,19h 30m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"11,629"
258,Air India,20:00,18:30,22h 30m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"11,629"
259,Air India,12:25,11:10,22h 45m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"11,629"
260,Air India,12:25,18:30,30h 05m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"11,629"
261,Air India,12:25,18:30,30h 05m,New Delhi,Bangalore,No Meal Fare,2 Stop(s),"11,629"
262,Vistara,13:40,18:30,4h 50m,New Delhi,Bangalore,No Meal Fare,1 Stop,"12,150"
263,Vistara,17:10,18:30,25h 20m,New Delhi,Bangalore,No Meal Fare,1 Stop,"12,150"
264,Air India,14:50,17:55,27h 05m,New Delhi,Bangalore,Free Meal,2 Stop(s),"12,150"
