,Airline,Departure_time,Time_of_arrival,Duration,Source,Destination,Meal_availability,Number_of_stops,Price
4694,IndiGo,05:45,13:55,8h 10m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4695,IndiGo,07:30,15:50,8h 20m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4696,IndiGo,07:05,15:30,8h 25m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4697,IndiGo,09:30,18:00,8h 30m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4698,IndiGo,10:50,19:20,8h 30m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4699,IndiGo,06:05,14:50,8h 45m,Kolkata,Goa,eCash 250,1 Stop,"9,639"
4700,IndiGo,05:50,14:55,9h 05m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4701,IndiGo,23:25,08:30,9h 05m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4702,IndiGo,21:55,07:40,9h 45m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4703,IndiGo,09:30,19:20,9h 50m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4704,IndiGo,09:40,19:35,9h 55m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4705,IndiGo,11:25,21:20,9h 55m,Kolkata,Goa,eCash 250,1 Stop,"9,639"
4706,IndiGo,10:40,20:50,10h 10m,Kolkata,Goa,No Meal Fare,1 Stop,"9,639"
4707,Air Asia,08:45,18:25,9h 40m,Kolkata,Goa,eCash 250,2 Stop(s),"10,057"
4708,Air Asia,05:25,18:25,13h 00m,Kolkata,Goa,No Meal Fare,2 Stop(s),"10,057"
4709,Vistara,20:30,11:35,15h 05m,Kolkata,Goa,No Meal Fare,1 Stop,"10,247"
4710,Vistara,17:35,11:35,18h 00m,Kolkata,Goa,No Meal Fare,1 Stop,"10,247"
4711,Vistara,10:25,11:35,25h 10m,Kolkata,Goa,No Meal Fare,1 Stop,"10,247"
4712,Vistara,20:30,12:45,16h 15m,Kolkata,Goa,No Meal Fare,1 Stop,"10,381"
4713,Vistara,17:35,12:45,19h 10m,Kolkata,Goa,No Meal Fare,1 Stop,"10,381"
4714,Vistara,10:25,12:45,26h 20m,Kolkata,Goa,No Meal Fare,1 Stop,"10,381"
4715,Vistara,07:10,13:50,6h 40m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4716,Vistara,10:15,19:50,9h 35m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4717,Vistara,07:10,19:50,12h 40m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4718,Vistara,20:20,10:55,14h 35m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4719,Vistara,17:35,10:55,17h 20m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4720,Vistara,20:20,13:50,17h 30m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4721,Vistara,16:05,10:55,18h 50m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4722,Vistara,17:35,13:50,20h 15m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4723,Vistara,16:05,13:50,21h 45m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4724,Vistara,20:20,19:50,23h 30m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4725,Vistara,10:15,10:55,24h 40m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4726,Vistara,17:35,19:50,26h 15m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4727,Vistara,10:15,13:50,27h 35m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4728,Vistara,07:10,10:55,27h 45m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4729,Vistara,16:05,19:50,27h 45m,Kolkata,Goa,Free Meal,1 Stop,"11,675"
4730,SpiceJet,21:30,11:05,13h 35m,Kolkata,Goa,No Meal Fare,1 Stop,"11,739"
4731,SpiceJet,08:35,11:05,26h 30m,Kolkata,Goa,No Meal Fare,1 Stop,"11,739"
4732,Air India,09:40,06:50,21h 10m,Kolkata,Goa,No Meal Fare,1 Stop,"11,844"
4733,SpiceJet,17:40,19:35,25h 55m,Kolkata,Goa,No Meal Fare,1 Stop,"11,949"
4734,Air India,16:55,06:50,13h 55m,Kolkata,Goa,No Meal Fare,1 Stop,"12,684"
4735,Air India,16:55,14:45,21h 50m,Kolkata,Goa,No Meal Fare,1 Stop,"12,684"
4736,Air India,09:40,20:30,10h 50m,Kolkata,Goa,No Meal Fare,1 Stop,"13,472"
4737,Air India,09:40,14:45,5h 05m,Kolkata,Goa,No Meal Fare,1 Stop,"13,839"
4738,Vistara,20:20,11:35,15h 15m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,310"
4739,Vistara,17:35,11:35,18h 00m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,310"
4740,Vistara,16:05,11:35,19h 30m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,310"
4741,Air India,16:55,20:30,27h 35m,Kolkata,Goa,No Meal Fare,1 Stop,"14,312"
4742,Vistara,20:20,12:45,16h 25m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,363"
4743,Vistara,20:20,12:45,16h 25m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,363"
4744,Vistara,17:35,12:45,19h 10m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,363"
4745,Vistara,17:35,12:45,19h 10m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,363"
4746,Vistara,16:05,12:45,20h 40m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,363"
4747,IndiGo,08:25,17:25,9h 00m,Kolkata,Goa,No Meal Fare,1 Stop,"14,837"
4748,Vistara,17:35,13:50,20h 15m,Kolkata,Goa,No Meal Fare,2 Stop(s),"14,898"
4749,Vistara,20:30,13:50,17h 20m,Kolkata,Goa,No Meal Fare,2 Stop(s),"15,077"
4750,Vistara,17:35,13:50,20h 15m,Kolkata,Goa,No Meal Fare,2 Stop(s),"15,077"
4751,Vistara,20:30,13:50,17h 20m,Kolkata,Goa,No Meal Fare,2 Stop(s),"15,523"
4752,Vistara,17:35,13:50,20h 15m,Kolkata,Goa,No Meal Fare,2 Stop(s),"15,523"
4753,Vistara,20:20,13:50,17h 30m,Kolkata,Goa,No Meal Fare,2 Stop(s),"15,612"
4754,Vistara,17:35,11:35,18h 00m,Kolkata,Goa,No Meal Fare,2 Stop(s),"16,095"
4755,Air India,09:10,20:30,11h 20m,Kolkata,Goa,No Meal Fare,2 Stop(s),"17,777"
4756,Air India,06:55,14:40,7h 45m,Kolkata,Goa,Free Meal,1 Stop,"24,129"
4757,Go First,05:30,07:40,2h 10m,Kolkata,Jaipur,eCash 250,Non Stop,"6,488"
4758,SpiceJet,17:10,19:45,2h 35m,Kolkata,Jaipur,eCash 250,Non Stop,"6,488"
4759,Go First,05:45,18:00,12h 15m,Kolkata,Jaipur,No Meal Fare,1 Stop,"6,488"
4760,Go First,19:50,10:20,14h 30m,Kolkata,Jaipur,No Meal Fare,1 Stop,"6,488"
4761,Go First,20:30,11:35,15h 05m,Kolkata,Jaipur,eCash 250,1 Stop,"6,488"
4762,IndiGo,10:15,12:20,2h 05m,Kolkata,Jaipur,eCash 250,Non Stop,"6,489"
4763,IndiGo,18:50,21:00,2h 10m,Kolkata,Jaipur,eCash 250,Non Stop,"6,489"
4764,IndiGo,05:45,11:40,5h 55m,Kolkata,Jaipur,No Meal Fare,1 Stop,"6,489"
4765,IndiGo,16:35,23:00,6h 25m,Kolkata,Jaipur,No Meal Fare,1 Stop,"6,977"
4766,IndiGo,12:45,20:55,8h 10m,Kolkata,Jaipur,No Meal Fare,1 Stop,"6,977"
4767,IndiGo,13:20,23:00,9h 40m,Kolkata,Jaipur,No Meal Fare,1 Stop,"6,977"
4768,Air Asia,20:00,09:05,13h 05m,Kolkata,Jaipur,No Meal Fare,1 Stop,"6,977"
4769,SpiceJet,21:30,06:55,9h 25m,Kolkata,Jaipur,No Meal Fare,1 Stop,"9,401"
4770,SpiceJet,06:00,06:55,24h 55m,Kolkata,Jaipur,No Meal Fare,1 Stop,"9,401"
4771,Air India,06:55,13:25,6h 30m,Kolkata,Jaipur,No Meal Fare,1 Stop,"9,534"
4772,Air India,06:55,14:00,7h 05m,Kolkata,Jaipur,No Meal Fare,1 Stop,"9,534"
4773,IndiGo,16:35,21:25,4h 50m,Kolkata,Jaipur,No Meal Fare,1 Stop,"10,427"
4774,IndiGo,11:25,19:05,7h 40m,Kolkata,Jaipur,No Meal Fare,1 Stop,"10,427"
4775,IndiGo,09:15,19:05,9h 50m,Kolkata,Jaipur,No Meal Fare,1 Stop,"10,427"
4776,IndiGo,11:25,21:25,10h 00m,Kolkata,Jaipur,No Meal Fare,1 Stop,"10,427"
4777,IndiGo,14:15,19:05,4h 50m,Kolkata,Jaipur,No Meal Fare,1 Stop,"10,742"
4778,IndiGo,14:15,21:25,7h 10m,Kolkata,Jaipur,No Meal Fare,1 Stop,"10,742"
4779,Air India,20:30,08:20,11h 50m,Kolkata,Jaipur,No Meal Fare,1 Stop,"11,477"
4780,Air India,06:55,08:20,25h 25m,Kolkata,Jaipur,No Meal Fare,1 Stop,"11,477"
4781,Air Asia,16:15,09:05,16h 50m,Kolkata,Jaipur,eCash 250,2 Stop(s),"11,582"
4782,IndiGo,05:50,16:55,11h 05m,Kolkata,Jaipur,No Meal Fare,1 Stop,"11,687"
4783,Go First,16:50,10:20,17h 30m,Kolkata,Jaipur,No Meal Fare,2 Stop(s),"12,284"
4784,IndiGo,06:05,13:25,7h 20m,Kolkata,Jaipur,No Meal Fare,1 Stop,"12,947"
4785,Air India,20:45,09:20,12h 35m,Kolkata,Jaipur,Free Meal,1 Stop,"13,524"
4786,Air India,10:35,08:20,21h 45m,Kolkata,Jaipur,No Meal Fare,1 Stop,"13,577"
4787,IndiGo,20:50,08:40,11h 50m,Kolkata,Jaipur,No Meal Fare,1 Stop,"14,994"
4788,Air India,19:00,08:20,13h 20m,Kolkata,Jaipur,No Meal Fare,2 Stop(s),"17,042"
4789,Go First,05:15,10:00,4h 45m,Kolkata,Lucknow,No Meal Fare,1 Stop,"5,648"
4790,Go First,15:30,20:45,5h 15m,Kolkata,Lucknow,No Meal Fare,1 Stop,"5,648"
4791,Go First,05:15,18:45,13h 30m,Kolkata,Lucknow,No Meal Fare,1 Stop,"5,648"
4792,Go First,15:30,06:00,14h 30m,Kolkata,Lucknow,No Meal Fare,1 Stop,"5,648"
4793,Go First,05:15,20:45,15h 30m,Kolkata,Lucknow,No Meal Fare,1 Stop,"5,648"
4794,IndiGo,22:30,09:10,10h 40m,Kolkata,Lucknow,No Meal Fare,1 Stop,"6,106"
4795,IndiGo,01:10,09:10,8h 00m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,019"
4796,IndiGo,09:15,17:35,8h 20m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,019"
4797,IndiGo,09:15,19:50,10h 35m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,019"
4798,IndiGo,14:05,15:50,1h 45m,Kolkata,Lucknow,No Meal Fare,Non Stop,"7,434"
4799,IndiGo,11:25,17:35,6h 10m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,476"
4800,IndiGo,09:15,16:15,7h 00m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,476"
4801,IndiGo,11:25,19:50,8h 25m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,476"
4802,IndiGo,11:25,21:35,10h 10m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,476"
4803,IndiGo,09:35,13:10,3h 35m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,933"
4804,IndiGo,14:15,19:50,5h 35m,Kolkata,Lucknow,No Meal Fare,1 Stop,"7,933"
4805,Air India,06:55,19:40,12h 45m,Kolkata,Lucknow,No Meal Fare,1 Stop,"8,130"
4806,Air India,20:30,19:40,23h 10m,Kolkata,Lucknow,No Meal Fare,1 Stop,"8,130"
4807,IndiGo,06:05,13:25,7h 20m,Kolkata,Lucknow,No Meal Fare,1 Stop,"8,846"
4808,Vistara,10:15,14:50,4h 35m,Kolkata,Lucknow,No Meal Fare,1 Stop,"8,997"
4809,Vistara,07:10,14:50,7h 40m,Kolkata,Lucknow,No Meal Fare,1 Stop,"8,997"
4810,IndiGo,06:05,16:15,10h 10m,Kolkata,Lucknow,No Meal Fare,1 Stop,"9,303"
4811,Air India,10:35,19:40,9h 05m,Kolkata,Lucknow,No Meal Fare,1 Stop,"9,516"
4812,Vistara,20:20,14:50,18h 30m,Kolkata,Lucknow,No Meal Fare,1 Stop,"9,533"
4813,Vistara,17:35,14:50,21h 15m,Kolkata,Lucknow,No Meal Fare,1 Stop,"9,533"
4814,Vistara,16:05,14:50,22h 45m,Kolkata,Lucknow,No Meal Fare,1 Stop,"9,533"
4815,IndiGo,16:35,21:35,5h 00m,Kolkata,Lucknow,No Meal Fare,1 Stop,"10,673"
4816,IndiGo,10:15,20:55,10h 40m,Kolkata,Lucknow,eCash 250,1 Stop,"11,130"
4817,Air India,09:10,19:40,34h 30m,Kolkata,Lucknow,No Meal Fare,3 Stop(s),"11,490"
4818,IndiGo,14:15,21:35,7h 20m,Kolkata,Lucknow,No Meal Fare,1 Stop,"11,687"
4819,Air India,08:00,19:40,11h 40m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"11,691"
4820,Air India,08:00,19:40,35h 40m,Kolkata,Lucknow,No Meal Fare,3 Stop(s),"11,691"
4821,Air India,13:40,19:40,30h 00m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"12,171"
4822,Air India,09:10,19:40,34h 30m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"12,414"
4823,Air India,06:55,15:00,8h 05m,Kolkata,Lucknow,Free Meal,2 Stop(s),"12,527"
4824,IndiGo,12:35,20:45,8h 10m,Kolkata,Lucknow,No Meal Fare,1 Stop,"12,789"
4825,IndiGo,13:20,20:40,7h 20m,Kolkata,Lucknow,No Meal Fare,1 Stop,"12,999"
4826,IndiGo,09:40,20:40,11h 00m,Kolkata,Lucknow,No Meal Fare,1 Stop,"13,209"
4827,Go First,05:45,13:05,7h 20m,Kolkata,Lucknow,eCash 250,1 Stop,"13,386"
4828,IndiGo,05:45,15:35,9h 50m,Kolkata,Lucknow,No Meal Fare,1 Stop,"13,629"
4829,Air India,19:00,19:40,24h 40m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"13,695"
4830,Air India,19:00,19:40,24h 40m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"13,695"
4831,Air India,12:00,19:40,31h 40m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"13,843"
4832,IndiGo,09:40,15:35,5h 55m,Kolkata,Lucknow,No Meal Fare,1 Stop,"14,102"
4833,Go First,05:45,19:40,13h 55m,Kolkata,Lucknow,eCash 250,1 Stop,"14,542"
4834,IndiGo,07:05,13:40,6h 35m,Kolkata,Lucknow,eCash 250,1 Stop,"15,106"
4835,IndiGo,04:45,13:40,8h 55m,Kolkata,Lucknow,eCash 250,1 Stop,"15,106"
4836,IndiGo,09:30,19:10,9h 40m,Kolkata,Lucknow,eCash 250,1 Stop,"15,152"
4837,Air India,20:30,15:00,18h 30m,Kolkata,Lucknow,Free Meal,2 Stop(s),"15,152"
4838,IndiGo,10:50,19:10,8h 20m,Kolkata,Lucknow,eCash 250,1 Stop,"15,572"
4839,IndiGo,10:40,19:50,9h 10m,Kolkata,Lucknow,eCash 250,1 Stop,"15,572"
4840,IndiGo,10:50,22:00,11h 10m,Kolkata,Lucknow,eCash 250,1 Stop,"15,572"
4841,IndiGo,07:30,14:15,6h 45m,Kolkata,Lucknow,eCash 250,1 Stop,"16,044"
4842,Go First,20:30,08:15,11h 45m,Kolkata,Lucknow,eCash 250,1 Stop,"16,359"
4843,Vistara,20:30,14:50,18h 20m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"16,568"
4844,Vistara,17:35,14:50,21h 15m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"16,568"
4845,Vistara,17:35,14:50,21h 15m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"16,568"
4846,Vistara,17:35,14:50,21h 15m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"16,568"
4847,Vistara,10:25,14:50,28h 25m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"16,568"
4848,Vistara,10:25,14:50,28h 25m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"16,568"
4849,IndiGo,21:55,09:05,11h 10m,Kolkata,Lucknow,eCash 250,1 Stop,"16,569"
4850,IndiGo,15:35,22:00,6h 25m,Kolkata,Lucknow,eCash 250,1 Stop,"16,832"
4851,Vistara,20:30,14:50,18h 20m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"17,550"
4852,IndiGo,05:35,13:20,7h 45m,Kolkata,Lucknow,eCash 250,1 Stop,"17,882"
4853,Vistara,20:30,14:50,18h 20m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"18,398"
4854,Air India,09:40,10:30,24h 50m,Kolkata,Lucknow,Free Meal,1 Stop,"21,714"
4855,Air India,08:00,19:40,11h 40m,Kolkata,Lucknow,No Meal Fare,3 Stop(s),"22,554"
4856,Air India,16:55,10:30,17h 35m,Kolkata,Lucknow,Free Meal,1 Stop,"22,554"
4857,Air India,09:10,19:40,10h 30m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"23,499"
4858,Air India,19:00,10:30,15h 30m,Kolkata,Lucknow,No Meal Fare,2 Stop(s),"24,129"
4859,SpiceJet,09:35,10:55,1h 20m,Jaipur,New Delhi,No Meal Fare,Non Stop,"3,745"
4860,IndiGo,13:55,14:55,1h 00m,Jaipur,New Delhi,No Meal Fare,Non Stop,"3,746"
4861,IndiGo,19:35,20:40,1h 05m,Jaipur,New Delhi,No Meal Fare,Non Stop,"3,746"
4862,IndiGo,07:40,08:50,1h 10m,Jaipur,New Delhi,No Meal Fare,Non Stop,"3,746"
4863,Air India,14:00,16:55,2h 55m,Jaipur,New Delhi,Free Meal,1 Stop,"3,746"
4864,Air India,08:50,09:50,1h 00m,Jaipur,New Delhi,No Meal Fare,Non Stop,"4,324"
4865,Air India,14:00,16:15,26h 15m,Jaipur,New Delhi,No Meal Fare,1 Stop,"8,934"
4866,Go First,08:20,15:00,6h 40m,Jaipur,New Delhi,No Meal Fare,1 Stop,"9,180"
4867,Go First,08:20,19:05,10h 45m,Jaipur,New Delhi,No Meal Fare,1 Stop,"9,180"
4868,Go First,18:30,00:20,5h 50m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,855"
4869,Go First,10:50,17:50,7h 00m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,855"
4870,Go First,10:50,21:25,10h 35m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,855"
4871,Go First,10:50,22:55,12h 05m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,855"
4872,Go First,10:50,00:20,13h 30m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,855"
4873,Go First,18:30,08:05,13h 35m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,855"
4874,Air India,14:00,20:30,6h 30m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,991"
4875,Air India,14:00,09:10,19h 10m,Jaipur,New Delhi,No Meal Fare,1 Stop,"10,991"
4876,Air India,14:00,11:10,21h 10m,Jaipur,New Delhi,No Meal Fare,2 Stop(s),"10,991"
4877,Air India,14:00,21:15,7h 15m,Jaipur,New Delhi,No Meal Fare,1 Stop,"11,411"
4878,Go First,19:45,08:05,12h 20m,Jaipur,New Delhi,eCash 250,1 Stop,"13,196"
4879,Air India,14:00,23:25,9h 25m,Jaipur,New Delhi,No Meal Fare,2 Stop(s),"13,344"
4880,Go First,21:20,08:40,11h 20m,Jaipur,New Delhi,eCash 250,1 Stop,"14,666"
4881,Air India,14:00,12:15,22h 15m,Jaipur,New Delhi,No Meal Fare,1 Stop,"17,606"
4882,Air India,14:00,10:15,20h 15m,Jaipur,New Delhi,No Meal Fare,1 Stop,"20,756"
4883,Go First,10:50,12:35,1h 45m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,425"
4884,Go First,18:30,20:15,1h 45m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,425"
4885,Go First,21:20,10:00,12h 40m,Jaipur,Mumbai,No Meal Fare,1 Stop,"5,425"
4886,Go First,19:45,08:45,13h 00m,Jaipur,Mumbai,eCash 250,1 Stop,"5,425"
4887,IndiGo,12:10,13:50,1h 40m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,426"
4888,IndiGo,06:25,08:10,1h 45m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,426"
4889,IndiGo,20:50,22:35,1h 45m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,426"
4890,IndiGo,07:20,09:10,1h 50m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,426"
4891,Air India,14:00,15:50,1h 50m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,426"
4892,Air Asia,09:40,11:35,1h 55m,Jaipur,Mumbai,No Meal Fare,Non Stop,"5,427"
4893,Air India,14:00,09:05,19h 05m,Jaipur,Mumbai,Free Meal,2 Stop(s),"7,907"
4894,Air India,14:00,10:10,20h 10m,Jaipur,Mumbai,Free Meal,2 Stop(s),"7,907"
4895,Air India,14:00,11:15,21h 15m,Jaipur,Mumbai,Free Meal,2 Stop(s),"7,907"
4896,Air India,14:00,12:50,22h 50m,Jaipur,Mumbai,Free Meal,2 Stop(s),"7,907"
4897,Air India,14:00,18:15,28h 15m,Jaipur,Mumbai,Free Meal,3 Stop(s),"7,907"
4898,Go First,08:20,21:05,12h 45m,Jaipur,Mumbai,No Meal Fare,1 Stop,"8,340"
4899,IndiGo,13:00,21:30,8h 30m,Jaipur,Mumbai,No Meal Fare,1 Stop,"8,366"
4900,IndiGo,13:00,19:30,6h 30m,Jaipur,Mumbai,No Meal Fare,1 Stop,"8,471"
4901,Air India,14:00,14:35,24h 35m,Jaipur,Mumbai,No Meal Fare,1 Stop,"8,619"
4902,IndiGo,19:35,00:05,4h 30m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,206"
4903,IndiGo,07:40,17:50,10h 10m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,206"
4904,IndiGo,13:55,00:05,10h 10m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,206"
4905,IndiGo,07:40,12:25,4h 45m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,469"
4906,IndiGo,07:40,13:05,5h 25m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,469"
4907,IndiGo,13:55,20:10,6h 15m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,469"
4908,IndiGo,07:40,14:05,6h 25m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,469"
4909,IndiGo,13:55,21:05,7h 10m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,469"
4910,IndiGo,07:40,15:15,7h 35m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,469"
4911,IndiGo,07:40,16:05,8h 25m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,469"
4912,IndiGo,13:55,22:35,8h 40m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,679"
4913,Air India,08:50,18:15,9h 25m,Jaipur,Mumbai,No Meal Fare,2 Stop(s),"9,889"
4914,Air India,08:50,21:35,12h 45m,Jaipur,Mumbai,No Meal Fare,2 Stop(s),"9,889"
4915,Air India,08:50,09:05,24h 15m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,889"
4916,Air India,08:50,10:10,25h 20m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,889"
4917,Air India,08:50,11:15,26h 25m,Jaipur,Mumbai,No Meal Fare,1 Stop,"9,889"
4918,Air India,14:00,09:20,19h 20m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"10,637"
4919,Air India,14:00,20:00,30h 00m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"10,637"
4920,Air India,14:00,23:05,33h 05m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"10,637"
4921,Air India,14:00,16:25,26h 25m,Jaipur,Mumbai,Free Meal,4 Stop(s),"11,227"
4922,Air India,08:50,23:25,14h 35m,Jaipur,Mumbai,No Meal Fare,2 Stop(s),"11,402"
4923,Air India,14:00,09:20,19h 20m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"11,792"
4924,Air India,14:00,23:30,33h 30m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"11,792"
4925,Air India,14:00,23:30,33h 30m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"11,792"
4926,Air India,14:00,23:30,33h 30m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"11,792"
4927,Air India,14:00,23:30,33h 30m,Jaipur,Mumbai,No Meal Fare,4 Stop(s),"11,792"
4928,Air India,14:00,13:25,23h 25m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"12,863"
4929,Air India,14:00,21:05,31h 05m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"14,249"
4930,Air India,14:00,21:05,31h 05m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"14,249"
4931,Air India,14:00,21:05,31h 05m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"14,249"
4932,Air India,14:00,08:35,18h 35m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"14,827"
4933,Air India,14:00,10:35,20h 35m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"14,827"
4934,Air India,14:00,21:05,31h 05m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"14,827"
4935,Air India,14:00,08:05,18h 05m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"15,089"
4936,Air India,14:00,17:05,27h 05m,Jaipur,Mumbai,Free Meal,3 Stop(s),"15,089"
4937,Air India,14:00,17:05,27h 05m,Jaipur,Mumbai,Free Meal,3 Stop(s),"15,089"
4938,Air India,14:00,17:05,27h 05m,Jaipur,Mumbai,Free Meal,3 Stop(s),"15,089"
4939,Air India,14:00,16:25,26h 25m,Jaipur,Mumbai,Free Meal,3 Stop(s),"15,667"
4940,Air India,08:50,13:25,28h 35m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"15,926"
4941,Air India,14:00,16:45,26h 45m,Jaipur,Mumbai,Free Meal,4 Stop(s),"16,559"
4942,Air India,14:00,17:10,27h 10m,Jaipur,Mumbai,No Meal Fare,3 Stop(s),"16,727"
4943,Air India,08:50,17:10,8h 20m,Jaipur,Mumbai,No Meal Fare,2 Stop(s),"17,869"
4944,Air India,14:00,17:10,27h 10m,Jaipur,Mumbai,Free Meal,3 Stop(s),"18,113"
4945,Air India,08:50,23:30,14h 40m,Jaipur,Mumbai,No Meal Fare,2 Stop(s),"19,129"
4946,SpiceJet,20:15,23:55,3h 40m,Jaipur,Bangalore,eCash 250,1 Stop,"6,433"
4947,IndiGo,09:10,19:15,10h 05m,Jaipur,Bangalore,No Meal Fare,1 Stop,"7,629"
4948,IndiGo,12:10,16:45,4h 35m,Jaipur,Bangalore,No Meal Fare,1 Stop,"7,734"
4949,Air Asia,11:50,16:35,4h 45m,Jaipur,Bangalore,No Meal Fare,1 Stop,"7,734"
4950,IndiGo,17:45,22:35,4h 50m,Jaipur,Bangalore,No Meal Fare,1 Stop,"7,734"
4951,IndiGo,06:25,11:40,5h 15m,Jaipur,Bangalore,No Meal Fare,1 Stop,"7,734"
4952,IndiGo,10:05,15:25,5h 20m,Jaipur,Bangalore,No Meal Fare,1 Stop,"7,734"
4953,IndiGo,13:55,19:15,5h 20m,Jaipur,Bangalore,No Meal Fare,1 Stop,"7,734"
